cai,coop_degree,order_degree,numsim,numrounds,R,S,T,P,tolerance,num_defectors,num_cooperators,num_neutral,max_positive_pressure,max_negative_pressure,adv_mutation_rate,move_mutation_rate,weight_of_present_for_adv,weight_of_present_for_move,adv_reassess_frequency,move_reassess_frequency,move_increment
0.0017014328942146057,0.0,0.9994520010959979,1,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018674224506321957,0.0,0.9990640018719963,2,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.00181565871942492,0.0,0.9989800020399959,3,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.001646649704854523,0.0,0.9995600008799982,4,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0017768385319834766,0.0,0.9994560010879978,5,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.001906148260560785,0.0,0.9993100013799973,6,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.001820581961781916,0.0,0.9993100013799973,7,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0017821626983974938,0.0,0.9993220013559972,8,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.002009560535869485,0.0,0.9992260015479969,9,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.002011765050338098,0.0,0.9990640018719963,10,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0019638870778219976,0.0,0.9993520012959974,11,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0017600030960990187,0.0,0.9992760014479971,12,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018207203909102988,0.0,0.9993980012039976,13,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0017572939189947911,0.0,0.9995380009239981,14,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.00175759037988704,0.0,0.9991100017799964,15,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018733536231133347,0.0,0.9993620012759975,16,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018981560148380737,0.0,0.9989540020919958,17,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0020305699010494654,0.0,0.999238001523997,18,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0019963325173867476,0.0,0.9990780018439963,19,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.002079372951964836,0.0,0.9993740012519975,20,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018463970239097148,0.0,0.9991260017479965,21,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018431480183008363,0.0,0.9994280011439977,22,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0019471289883245927,0.0,0.9993460013079973,23,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0019389422302810036,0.0,0.9992240015519969,24,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0016550732765419896,0.0,0.999238001523997,25,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018741451769893522,0.0,0.9993500012999974,26,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0016757455839190713,0.0,0.9994260011479977,27,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0017270469411725007,0.0,0.9996740006519987,28,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0019971010262186326,0.0,0.9995380009239981,29,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.001780393649676728,0.0,0.999496001007998,30,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0019184065075056765,0.0,0.9995560008879982,31,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.001782236240035526,0.0,0.9996920006159987,32,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018403293443593665,0.0,0.9996840006319987,33,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.001768106184164981,0.0,0.9993680012639975,34,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018918959495238695,0.0,0.9993240013519973,35,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0018209596076369642,0.0,0.9991900016199967,36,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
0.0019985772374744,0.0,0.9995500008999982,37,500000,3.0,0.0,4.0,1.0,0.05,6,6,0,0.0,0.0,0.2,0.15,0.3,0.2,0.03,0.1,0.15
